date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
19:45:45	75806/75806	---M--	200	added ('OK')	image/jpeg	etag:%225892a694-1284b%22	http://s.ppy.sh/images/404pippi.jpg	C:/osu!web/osu2007web/s.ppy.sh/images/404pippi.jpg	(from http://osu.ppy.sh/index.php?p=about)
19:45:48	0/0	---MC-	302	error ('Moved%20Temporarily')	text/html	date:Fri,%2003%20Feb%202017%2018:45:47%20GMT	http://blog.ppy.sh/	C:/osu!web/osu2007web/blog.ppy.sh/index.html	(from http://osu.ppy.sh/index.php?p=changelog)
19:45:48	11507/11507	---MCZ	200	added ('OK')	text/html	date:Fri,%2003%20Feb%202017%2018:45:45%20GMT	https://app.datadoghq.com/graph/embed?token=66b00a54d1bed990e50dba1c1c534741e292b51615d440c0ad591f154980c2be&height=160&width=600&legend=false	C:/osu!web/osu2007web/app.datadoghq.com/graph/embed50e5.html	(from http://osu.ppy.sh/index.php?p=changelog)
19:45:48	126/126	---M--	200	added ('OK')	image/png	etag:%225892a694-7f%22	http://osu.ppy.sh/images/fix.png	C:/osu!web/osu2007web/osu.ppy.sh/images/fix.png	(from http://osu.ppy.sh/index.php?p=changelog)
19:45:49	131/131	---M--	200	added ('OK')	image/png	etag:%225892a694-83%22	http://osu.ppy.sh/images/web.png	C:/osu!web/osu2007web/osu.ppy.sh/images/web.png	(from http://osu.ppy.sh/index.php?p=changelog)
19:45:49	14352/14352	---MCZ	200	added ('OK')	text/html	date:Fri,%2003%20Feb%202017%2018:45:49%20GMT	http://osu.ppy.sh/u/2	C:/osu!web/osu2007web/osu.ppy.sh/u/2.html	(from http://osu.ppy.sh/index.php?p=changelog)
19:45:50	14691/14691	---MCZ	200	added ('OK')	text/html	date:Fri,%2003%20Feb%202017%2018:45:49%20GMT	http://osu.ppy.sh/u/1040328	C:/osu!web/osu2007web/osu.ppy.sh/u/1040328.html	(from http://osu.ppy.sh/index.php?p=changelog)
19:45:50	38227/38227	---MCZ	200	added ('OK')	text/html	date:Fri,%2003%20Feb%202017%2018:45:49%20GMT	http://osu.ppy.sh/forum/t/98917	C:/osu!web/osu2007web/osu.ppy.sh/forum/t/98917.html	(from http://osu.ppy.sh/index.php?p=changelog)
19:45:51	39188/39188	---MCZ	200	added ('OK')	text/html	date:Fri,%2003%20Feb%202017%2018:45:50%20GMT	http://osu.ppy.sh/forum/t/524415	C:/osu!web/osu2007web/osu.ppy.sh/forum/t/524415.html	(from http://osu.ppy.sh/index.php?p=changelog)
19:45:51	123/123	---M--	200	added ('OK')	image/png	etag:%225892a694-7b%22	http://osu.ppy.sh/images/add.png	C:/osu!web/osu2007web/osu.ppy.sh/images/add.png	(from http://osu.ppy.sh/index.php?p=changelog)
19:45:51	14352/14352	---MCZ	200	added ('OK')	text/html	date:Fri,%2003%20Feb%202017%2018:45:50%20GMT	http://osu.ppy.sh/u/1857058	C:/osu!web/osu2007web/osu.ppy.sh/u/1857058.html	(from http://osu.ppy.sh/index.php?p=changelog)
19:45:51	785/785	---MC-	301	error ('Moved%20Permanently')	text/html	date:Fri,%2003%20Feb%202017%2018:45:51%20GMT	http://osu.ppy.sh/wiki	C:/osu!web/osu2007web/osu.ppy.sh/wiki	(from http://osu.ppy.sh/index.php?p=changelog)
19:45:52	785/785	---MC-	301	error ('Moved%20Permanently')	text/html	date:Fri,%2003%20Feb%202017%2018:45:51%20GMT	http://osu.ppy.sh/forum	C:/osu!web/osu2007web/osu.ppy.sh/forum	(from http://osu.ppy.sh/index.php?p=changelog)
19:45:52	22988/22988	---M--	200	added ('OK')	image/png	etag:%225892a694-59cc%22	http://s.ppy.sh/images/download.png	C:/osu!web/osu2007web/s.ppy.sh/images/download.png	(from http://osu.ppy.sh/index.php?p=download)
19:46:00	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Fri,%2003%20Feb%202017%2018:46:00%20GMT	http://osx.ppy.sh/	C:/osu!web/osu2007web/osx.ppy.sh/index.html	(from http://osu.ppy.sh/index.php?p=download)
19:46:02	9775/9775	---MCZ	200	added ('OK')	text/html	date:Fri,%2003%20Feb%202017%2018:46:01%20GMT	http://osu.ppy.sh/p/welcome	C:/osu!web/osu2007web/osu.ppy.sh/p/welcome.html	(from http://osu.ppy.sh/index.php?p=download)
19:46:04	80890/80890	---MCZ	200	added ('OK')	text/html	date:Fri,%2003%20Feb%202017%2018:46:02%20GMT	http://osu.ppy.sh/forum/8	C:/osu!web/osu2007web/osu.ppy.sh/forum/8.html	(from http://osu.ppy.sh/index.php?p=download)
19:46:10	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2003%20Feb%202017%2018:46:09%20GMT	http://www.youtube.com/embed/videoseries?list=PLmWVQsxi34bMYwAawZtzuptfMmszUa_tl	C:/osu!web/osu2007web/www.youtube.com/embed/videoseries.6f7045.delayed	(from http://osu.ppy.sh/index.php?p=download)
19:46:10	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2003%20Feb%202017%2018:46:10%20GMT	http://www.youtube.com/user/osuacademy/	C:/osu!web/osu2007web/www.youtube.com/user/osuacademy/index.html	(from http://osu.ppy.sh/index.php?p=download)
19:46:31	21848/21848	---MCZ	200	added ('OK')	text/html	date:Fri,%2003%20Feb%202017%2018:46:10%20GMT	https://www.youtube.com/embed/videoseries?list=PLmWVQsxi34bMYwAawZtzuptfMmszUa_tl	C:/osu!web/osu2007web/www.youtube.com/embed/videoseries7045.html	(from http://osu.ppy.sh/index.php?p=download)
19:46:32	785/785	---MC-	301	error ('Moved%20Permanently')	text/html	date:Fri,%2003%20Feb%202017%2018:46:32%20GMT	http://osu.ppy.sh/wiki	C:/osu!web/osu2007web/osu.ppy.sh/wiki.71.delayed	(from http://osu.ppy.sh/index.php?p=download)
19:46:32	785/785	---MC-	301	error ('Moved%20Permanently')	text/html	date:Fri,%2003%20Feb%202017%2018:46:32%20GMT	http://osu.ppy.sh/forum	C:/osu!web/osu2007web/osu.ppy.sh/forum	(from http://osu.ppy.sh/index.php?p=download)
19:46:34	5430/5430	---MCZ	200	added ('OK')	image/x-icon	etag:W/%225892a694-1536%22	http://osu.ppy.sh/favicon.ico	C:/osu!web/osu2007web/osu.ppy.sh/favicon.ico	(from http://osu.ppy.sh/wiki/FAQ)
19:46:35	688/688	---MCZ	200	added ('OK')	application/opensearchdescription+xml	date:Fri,%2003%20Feb%202017%2018:46:34%20GMT	http://osu.ppy.sh/wiki/opensearch_desc.php	C:/osu!web/osu2007web/osu.ppy.sh/wiki/opensearch_desc.php	(from http://osu.ppy.sh/wiki/FAQ)
19:46:35	576/576	---MCZ	200	added ('OK')	application/rsd+xml	date:Fri,%2003%20Feb%202017%2018:46:35%20GMT	http://osu.ppy.sh/wiki/api.php?action=rsd	C:/osu!web/osu2007web/osu.ppy.sh/wiki/api251f.php	(from http://osu.ppy.sh/wiki/FAQ)
19:47:10	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Fri,%2003%20Feb%202017%2018:47:10%20GMT	http://creativecommons.org/licenses/by/3.0/	C:/osu!web/osu2007web/creativecommons.org/licenses/by/3.0/index.html	(from http://osu.ppy.sh/wiki/FAQ)
19:47:12	71748/71748	---MCZ	200	added ('OK')	application/xml	date:Fri,%2003%20Feb%202017%2009:54:43%20GMT	http://osu.ppy.sh/wiki/index.php?title=Special:RecentChanges&feed=atom	C:/osu!web/osu2007web/osu.ppy.sh/wiki/index890f.php	(from http://osu.ppy.sh/wiki/FAQ)
19:47:15	61116/61116	---MCZ	200	added ('OK')	text/css	date:Thu,%2002%20Feb%202017%2003:25:57%20GMT	http://osu.ppy.sh/wiki/load.php?debug=false&lang=en&modules=mediawiki.legacy.commonPrint%2Cshared%7Cskins.vector&only=styles&skin=vector&*	C:/osu!web/osu2007web/osu.ppy.sh/wiki/loadeb8e.css	(from http://osu.ppy.sh/wiki/FAQ)
19:47:17	375/375	---MCZ	200	added ('OK')	text/css	date:Thu,%2002%20Feb%202017%2003:25:56%20GMT	http://osu.ppy.sh/wiki/load.php?debug=false&lang=en&modules=site&only=styles&skin=vector&*	C:/osu!web/osu2007web/osu.ppy.sh/wiki/loadc6d2.css	(from http://osu.ppy.sh/wiki/FAQ)
19:47:17	0/0	---MCZ	200	added ('OK')	text/html	date:Fri,%2003%20Feb%202017%2018:47:17%20GMT	http://osu.ppy.sh/wiki/load.php?debug=false&lang=en&modules=startup&only=scripts&skin=vector&*	C:/osu!web/osu2007web/osu.ppy.sh/wiki/load8478.html	(from http://osu.ppy.sh/wiki/FAQ)
19:47:19	17511/17511	---MCZ	200	added ('OK')	text/html	date:Fri,%2003%20Feb%202017%2018:47:18%20GMT	http://osu.ppy.sh/wiki/index.php?title=Special:UserLogin&returnto=FAQ	C:/osu!web/osu2007web/osu.ppy.sh/wiki/index320c.html	(from http://osu.ppy.sh/wiki/FAQ)
19:47:21	26008/26008	---MCZ	200	added ('OK')	text/html	date:Thu,%2002%20Feb%202017%2003:25:56%20GMT	http://osu.ppy.sh/wiki/Talk:FAQ	C:/osu!web/osu2007web/osu.ppy.sh/wiki/Talk_FAQ.html	(from http://osu.ppy.sh/wiki/FAQ)
19:47:27	41657/41657	---MCZ	200	added ('OK')	text/html	date:Fri,%2003%20Feb%202017%2018:47:22%20GMT	http://osu.ppy.sh/wiki/index.php?title=FAQ&action=edit	C:/osu!web/osu2007web/osu.ppy.sh/wiki/index1a44.html	(from http://osu.ppy.sh/wiki/FAQ)
19:47:31	76507/76507	---MCZ	200	added ('OK')	text/html	date:Thu,%2002%20Feb%202017%2003:25:56%20GMT	http://osu.ppy.sh/wiki/index.php?title=FAQ&action=history	C:/osu!web/osu2007web/osu.ppy.sh/wiki/indexa1bf.html	(from http://osu.ppy.sh/wiki/FAQ)
19:47:39	85255/85255	---MCZ	200	added ('OK')	text/html	date:Thu,%2002%20Feb%202017%2003:25:56%20GMT	http://osu.ppy.sh/wiki/Beatmapping	C:/osu!web/osu2007web/osu.ppy.sh/wiki/Beatmapping.html	(from http://osu.ppy.sh/wiki/FAQ)
19:47:44	79781/79781	---MCZ	200	added ('OK')	text/html	date:Thu,%2002%20Feb%202017%2003:25:56%20GMT	http://osu.ppy.sh/wiki/FR:FAQ	C:/osu!web/osu2007web/osu.ppy.sh/wiki/FR_FAQ.html	(from http://osu.ppy.sh/wiki/FAQ)
19:47:53	66513/66513	---MCZ	200	added ('OK')	text/html	date:Thu,%2002%20Feb%202017%2003:25:56%20GMT	http://osu.ppy.sh/wiki/RU:FAQ	C:/osu!web/osu2007web/osu.ppy.sh/wiki/RU_FAQ.html	(from http://osu.ppy.sh/wiki/FAQ)
19:48:00	84067/84067	---MCZ	200	added ('OK')	text/html	date:Thu,%2002%20Feb%202017%2003:25:56%20GMT	http://osu.ppy.sh/wiki/ES:FAQ	C:/osu!web/osu2007web/osu.ppy.sh/wiki/ES_FAQ.html	(from http://osu.ppy.sh/wiki/FAQ)
19:48:04	71404/71404	---MCZ	200	added ('OK')	text/html	date:Thu,%2002%20Feb%202017%2003:25:56%20GMT	http://osu.ppy.sh/wiki/ID:FAQ	C:/osu!web/osu2007web/osu.ppy.sh/wiki/ID_FAQ.html	(from http://osu.ppy.sh/wiki/FAQ)
19:48:10	70836/70836	---MCZ	200	added ('OK')	text/html	date:Thu,%2002%20Feb%202017%2003:25:56%20GMT	http://osu.ppy.sh/wiki/ZH:FAQ	C:/osu!web/osu2007web/osu.ppy.sh/wiki/ZH_FAQ.html	(from http://osu.ppy.sh/wiki/FAQ)
19:48:17	77727/77727	---MCZ	200	added ('OK')	text/html	date:Thu,%2002%20Feb%202017%2003:25:56%20GMT	http://osu.ppy.sh/wiki/NL:FAQ	C:/osu!web/osu2007web/osu.ppy.sh/wiki/NL_FAQ.html	(from http://osu.ppy.sh/wiki/FAQ)
19:48:20	41582/41582	---MCZ	200	added ('OK')	text/html	date:Thu,%2002%20Feb%202017%2003:25:56%20GMT	http://osu.ppy.sh/wiki/FI:FAQ	C:/osu!web/osu2007web/osu.ppy.sh/wiki/FI_FAQ.html	(from http://osu.ppy.sh/wiki/FAQ)
19:48:26	59575/59575	---MCZ	200	added ('OK')	text/html	date:Thu,%2002%20Feb%202017%2003:25:56%20GMT	http://osu.ppy.sh/wiki/JP:FAQ	C:/osu!web/osu2007web/osu.ppy.sh/wiki/JP_FAQ.html	(from http://osu.ppy.sh/wiki/FAQ)
19:48:29	22481/22481	---MCZ	200	added ('OK')	text/html	date:Thu,%2002%20Feb%202017%2003:25:56%20GMT	http://osu.ppy.sh/wiki/KO:FAQ	C:/osu!web/osu2007web/osu.ppy.sh/wiki/KO_FAQ.html	(from http://osu.ppy.sh/wiki/FAQ)
19:48:34	78833/78833	---MCZ	200	added ('OK')	text/html	date:Thu,%2002%20Feb%202017%2003:25:56%20GMT	http://osu.ppy.sh/wiki/PL:FAQ	C:/osu!web/osu2007web/osu.ppy.sh/wiki/PL_FAQ.html	(from http://osu.ppy.sh/wiki/FAQ)
19:48:38	70855/70855	---MCZ	200	added ('OK')	text/html	date:Thu,%2002%20Feb%202017%2003:25:56%20GMT	http://osu.ppy.sh/wiki/PH:FAQ	C:/osu!web/osu2007web/osu.ppy.sh/wiki/PH_FAQ.html	(from http://osu.ppy.sh/wiki/FAQ)
19:48:42	91190/91190	---MCZ	200	added ('OK')	text/html	date:Thu,%2002%20Feb%202017%2003:25:56%20GMT	http://osu.ppy.sh/wiki/TH:FAQ	C:/osu!web/osu2007web/osu.ppy.sh/wiki/TH_FAQ.html	(from http://osu.ppy.sh/wiki/FAQ)
19:48:49	80756/80756	---MCZ	200	added ('OK')	text/html	date:Thu,%2002%20Feb%202017%2003:25:56%20GMT	http://osu.ppy.sh/wiki/PT:FAQ	C:/osu!web/osu2007web/osu.ppy.sh/wiki/PT_FAQ.html	(from http://osu.ppy.sh/wiki/FAQ)
19:48:56	58076/58076	---MCZ	200	added ('OK')	text/html	date:Thu,%2002%20Feb%202017%2003:25:56%20GMT	http://osu.ppy.sh/wiki/IT:FAQ	C:/osu!web/osu2007web/osu.ppy.sh/wiki/IT_FAQ.html	(from http://osu.ppy.sh/wiki/FAQ)
